Customer ID,City,Country,Location Code,Gender,Marital Status,Education,Employment Status,Income (USD),Effective To Date,Customer Lifetime Value (USD),Coverage,Monthly Premium Auto (USD),Number of Policies,Policy Type,Policy,Months Since Policy Inception,Months Since Last Claim,Sales Channel,Response,Renew Offer Type,Number of Open Complaints,Total Claim Amount (USD),Vehicle Class,Vehicle Size
TC44716,Riffa,Bahrain,Suburban,M,Single,Bachelor,Retired,"23,909.00",19-Feb-11,"21,569.34",Basic,119.00,2,Personal Auto,Personal L1,86,21,Agent,No,Offer1,0,571.20,SUV,Medsize
QO65264,Riffa,Bahrain,Rural,M,Married,College,Employed,"48,328.00",3-Jan-11,"5,012.08",Basic,63.00,7,Personal Auto,Personal L3,12,22,Branch,No,Offer2,0,108.14,Two-Door Car,Small
EB66698,Riffa,Bahrain,Suburban,M,Single,High School or Below,Employed,"86,689.00",27-Jan-11,"3,371.86",Extended,85.00,1,Corporate Auto,Corporate L3,72,3,Agent,No,Offer2,0,408.00,Two-Door Car,Small
OT52034,Riffa,Bahrain,Suburban,M,Married,Bachelor,Employed,"24,204.00",2-Feb-11,"3,864.78",Extended,99.00,1,Personal Auto,Personal L3,41,25,Branch,No,Offer2,1,707.30,Four-Door Car,Medsize
CH85444,Jaww,Bahrain,Suburban,M,Married,College,Disabled,"25,943.00",25-Jan-11,"4,145.71",Premium,110.00,1,Corporate Auto,Corporate L2,83,26,Branch,No,Offer1,0,"1,067.33",Two-Door Car,Small
PU85769,Riffa,Bahrain,Suburban,M,Single,High School or Below,Unemployed,0.00,12-Feb-11,"5,156.07",Basic,73.00,7,Personal Auto,Personal L2,72,5,Branch,No,Offer1,0,807.95,Four-Door Car,Small
UI73201,Riffa,Bahrain,Suburban,M,Married,College,Employed,"62,375.00",7-Jan-11,"3,667.37",Extended,92.00,1,Personal Auto,Personal L2,34,34,Web,No,Offer3,0,618.63,Two-Door Car,Medsize
SL50592,Riffa,Bahrain,Suburban,F,Married,High School or Below,Unemployed,0.00,22-Jan-11,"7,835.68",Basic,71.00,2,Corporate Auto,Corporate L3,24,7,Web,No,Offer4,0,404.27,Four-Door Car,Small
XP11075,Saar,Bahrain,Suburban,M,Single,Bachelor,Unemployed,0.00,12-Jan-11,"14,567.27",Premium,148.00,2,Personal Auto,Personal L2,18,8,Agent,No,Offer1,0,710.40,SUV,Medsize
SI31236,Jaww,Bahrain,Suburban,M,Divorced,Bachelor,Employed,"70,200.00",15-Jan-11,"10,171.34",Basic,65.00,2,Corporate Auto,Corporate L3,10,25,Agent,No,Offer2,0,312.00,Four-Door Car,Medsize
JN26745,Sitra,Bahrain,Suburban,F,Married,Bachelor,Unemployed,0.00,30-Jan-11,"4,135.78",Premium,112.00,1,Special Auto,Special L2,62,16,Agent,No,Offer3,0,707.98,Four-Door Car,Large
VK48036,Jaww,Bahrain,Suburban,F,Single,College,Employed,"79,027.00",19-Jan-11,"5,511.49",Basic,70.00,5,Corporate Auto,Corporate L1,37,13,Agent,No,Offer1,0,336.00,Four-Door Car,Medsize
EC71986,Manama,Bahrain,Suburban,F,Married,High School or Below,Medical Leave,"26,736.00",18-Jan-11,"2,429.28",Basic,63.00,1,Personal Auto,Personal L1,64,6,Agent,No,Offer1,0,367.93,Four-Door Car,Medsize
DS45802,Riffa,Bahrain,Rural,F,Married,High School or Below,Employed,"26,893.00",19-Feb-11,"5,414.62",Basic,68.00,5,Personal Auto,Personal L3,31,1,Agent,No,Offer4,0,68.23,Four-Door Car,Medsize
OA96690,Jaww,Bahrain,Urban,F,Married,High School or Below,Employed,"47,406.00",10-Jan-11,"7,421.59",Extended,94.00,6,Personal Auto,Personal L3,96,2,Agent,No,Offer1,1,287.15,Four-Door Car,Medsize
EM27919,Riffa,Bahrain,Suburban,M,Divorced,Bachelor,Retired,"17,622.00",2-Jan-11,"4,458.11",Basic,65.00,3,Personal Auto,Personal L3,36,1,Agent,Yes,Offer1,1,312.00,Four-Door Car,Medsize
QO41043,Jaww,Bahrain,Suburban,F,Married,College,Disabled,"27,572.00",25-Feb-11,"14,476.12",Extended,124.00,2,Corporate Auto,Corporate L3,57,11,Branch,No,Offer3,0,595.20,SUV,Medsize
OV50124,Jaww,Bahrain,Suburban,F,Single,College,Unemployed,0.00,15-Jan-11,"4,936.89",Basic,72.00,7,Personal Auto,Personal L3,34,7,Agent,No,Offer2,2,391.64,Two-Door Car,Medsize
PR31642,Jaww,Bahrain,Suburban,F,Married,Bachelor,Employed,"32,802.00",29-Jan-11,"4,525.28",Basic,114.00,1,Personal Auto,Personal L1,8,31,Call Center,No,Offer2,0,547.20,SUV,Medsize
PO98961,Manama,Bahrain,Suburban,M,Married,College,Medical Leave,"18,400.00",19-Feb-11,"6,701.77",Extended,89.00,8,Corporate Auto,Corporate L3,52,26,Agent,No,Offer2,0,640.80,Two-Door Car,Small
TK30357,Riffa,Bahrain,Rural,F,Divorced,Bachelor,Employed,"90,844.00",10-Feb-11,"14,134.35",Basic,118.00,2,Personal Auto,Personal L3,98,10,Agent,No,Offer1,0,232.67,SUV,Medsize
NF31087,Sitra,Bahrain,Suburban,F,Married,High School or Below,Employed,"44,685.00",9-Jan-11,"24,723.18",Basic,69.00,2,Personal Auto,Personal L2,41,1,Agent,No,Offer2,0,331.20,Four-Door Car,Medsize
NH16984,Riffa,Bahrain,Urban,F,Divorced,Bachelor,Unemployed,0.00,7-Feb-11,"2,838.07",Extended,80.00,1,Personal Auto,Personal L1,8,30,Web,No,Offer1,0,336.51,Four-Door Car,Medsize
OS75493,Riffa,Bahrain,Suburban,F,Divorced,High School or Below,Employed,"42,589.00",9-Feb-11,"3,848.48",Extended,98.00,1,Corporate Auto,Corporate L1,73,8,Agent,No,Offer1,0,470.40,Four-Door Car,Medsize
VT63298,Jaww,Bahrain,Suburban,M,Single,Bachelor,Unemployed,0.00,9-Jan-11,"19,504.47",Basic,72.00,2,Personal Auto,Personal L1,55,17,Agent,No,Offer3,0,345.60,Four-Door Car,Medsize
HT16519,Manama,Bahrain,Urban,F,Married,Bachelor,Employed,"63,009.00",13-Jan-11,"26,900.27",Basic,112.00,2,Personal Auto,Personal L3,49,17,Call Center,No,Offer3,0,485.29,Sports Car,Small
SZ16483,Saar,Bahrain,Suburban,F,Married,High School or Below,Employed,"79,583.00",4-Feb-11,"4,361.37",Premium,109.00,1,Personal Auto,Personal L3,76,12,Agent,No,Offer1,2,523.20,Four-Door Car,Medsize
VM92311,Saar,Bahrain,Suburban,F,Single,High School or Below,Employed,"89,129.00",21-Feb-11,"2,529.08",Basic,64.00,1,Personal Auto,Personal L3,93,24,Branch,No,Offer2,0,328.87,Four-Door Car,Medsize
NJ46849,Saar,Bahrain,Suburban,M,Single,College,Unemployed,0.00,9-Jan-11,"2,504.44",Basic,69.00,1,Personal Auto,Personal L2,15,23,Branch,No,Offer2,0,496.80,Four-Door Car,Medsize
WZ31900,Jaww,Bahrain,Rural,F,Married,Bachelor,Employed,"94,389.00",11-Jan-11,"8,649.70",Basic,107.00,8,Corporate Auto,Corporate L3,76,16,Call Center,No,Offer2,0,85.06,SUV,Medsize
RG30482,Jaww,Bahrain,Suburban,F,Single,College,Unemployed,0.00,3-Feb-11,"13,668.36",Premium,197.00,9,Personal Auto,Personal L3,50,5,Call Center,No,Offer1,0,"1,418.40",SUV,Medsize
ZM86949,Jaww,Bahrain,Suburban,F,Single,High School or Below,Employed,"84,106.00",17-Feb-11,"20,635.08",Basic,64.00,2,Personal Auto,Personal L3,86,0,Branch,No,Offer1,0,334.41,Two-Door Car,Medsize
QQ39596,Saar,Bahrain,Rural,F,Married,College,Unemployed,0.00,26-Feb-11,"2,517.53",Basic,69.00,1,Personal Auto,Personal L3,71,2,Call Center,No,Offer2,0,42.10,Four-Door Car,Medsize
FH51383,Riffa,Bahrain,Urban,F,Married,High School or Below,Employed,"76,717.00",7-Feb-11,"5,326.68",Basic,66.00,6,Personal Auto,Personal L3,10,26,Call Center,No,Offer4,0,300.53,Two-Door Car,Large
BJ53923,Saar,Bahrain,Rural,M,Married,High School or Below,Employed,"51,978.00",20-Jan-11,"2,600.27",Basic,66.00,1,Corporate Auto,Corporate L3,81,18,Agent,No,Offer2,0,144.78,Four-Door Car,Medsize
CZ96653,Jaww,Bahrain,Rural,F,Married,Bachelor,Employed,"47,325.00",21-Feb-11,"8,534.79",Basic,107.00,6,Personal Auto,Personal L2,92,0,Web,No,Offer1,0,64.60,SUV,Small
FB23788,Jaww,Bahrain,Suburban,M,Divorced,High School or Below,Employed,"86,721.00",27-Jan-11,"8,828.83",Basic,111.00,3,Corporate Auto,Corporate L2,10,33,Call Center,No,Offer4,0,532.80,SUV,Large
NT43594,Sitra,Bahrain,Suburban,F,Single,Bachelor,Retired,"24,910.00",29-Jan-11,"2,248.45",Basic,63.00,1,Personal Auto,Personal L1,63,7,Branch,Yes,Offer1,1,347.86,Four-Door Car,Medsize
VO38365,Manama,Bahrain,Rural,F,Married,College,Employed,"90,125.00",5-Feb-11,"8,861.15",Basic,110.00,3,Corporate Auto,Corporate L3,72,1,Branch,No,Offer3,0,128.65,SUV,Medsize
KJ86296,Jaww,Bahrain,Suburban,M,Single,High School or Below,Unemployed,0.00,1-Feb-11,"4,556.59",Basic,73.00,9,Personal Auto,Personal L2,40,24,Agent,No,Offer1,2,525.60,Four-Door Car,Medsize
PI47776,Jaww,Bahrain,Rural,F,Single,Bachelor,Employed,"89,451.00",21-Jan-11,"2,530.71",Basic,63.00,1,Corporate Auto,Corporate L3,2,11,Web,Yes,Offer2,0,61.77,Four-Door Car,Medsize
MD73554,Riffa,Bahrain,Suburban,M,Married,College,Employed,"59,537.00",22-Feb-11,"5,251.98",Basic,66.00,7,Personal Auto,Personal L1,5,23,Branch,No,Offer1,0,316.80,Two-Door Car,Medsize
UX92071,Jaww,Bahrain,Suburban,M,Single,High School or Below,Unemployed,0.00,4-Jan-11,"6,743.12",Basic,199.00,1,Personal Auto,Personal L1,37,6,Call Center,No,Offer4,0,955.20,Luxury SUV,Medsize
YG44474,Jaww,Bahrain,Suburban,M,Married,College,Employed,"54,193.00",12-Feb-11,"14,014.72",Basic,117.00,2,Corporate Auto,Corporate L2,83,2,Call Center,No,Offer1,0,720.75,SUV,Medsize
UH45301,Jaww,Bahrain,Urban,M,Married,College,Employed,"86,946.00",11-Jan-11,"9,438.92",Premium,118.00,7,Personal Auto,Personal L1,14,13,Agent,No,Offer2,0,340.66,Four-Door Car,Medsize
RY92647,Riffa,Bahrain,Suburban,F,Married,Bachelor,Unemployed,0.00,13-Jan-11,"10,506.77",Extended,92.00,2,Personal Auto,Personal L3,36,15,Branch,No,Offer1,0,546.52,Four-Door Car,Medsize
IK12620,Saar,Bahrain,Urban,F,Married,High School or Below,Disabled,"12,160.00",19-Jan-11,"4,213.92",Premium,109.00,1,Personal Auto,Personal L1,34,5,Agent,No,Offer2,0,489.41,Four-Door Car,Medsize
GQ66762,Riffa,Bahrain,Urban,M,Single,College,Employed,"33,701.00",8-Feb-11,"4,773.69",Basic,63.00,5,Personal Auto,Personal L2,67,16,Agent,No,Offer3,0,171.33,Four-Door Car,Small
RY92254,Manama,Bahrain,Suburban,M,Married,Bachelor,Employed,"33,531.00",13-Jan-11,"4,547.89",Premium,116.00,1,Personal Auto,Personal L3,15,11,Agent,No,Offer4,0,801.58,Two-Door Car,Medsize
XD85577,Riffa,Bahrain,Rural,M,Divorced,Bachelor,Employed,"69,417.00",13-Feb-11,"2,842.27",Basic,73.00,1,Personal Auto,Personal L1,78,30,Branch,No,Offer1,1,30.87,Four-Door Car,Small
TM65736,Jaww,Bahrain,Urban,M,Married,Master,Employed,"38,644.00",10-Feb-11,"3,059.55",Extended,78.00,1,Personal Auto,Personal L3,0,28,Web,No,Offer3,1,361.46,Four-Door Car,Medsize
VJ51327,Riffa,Bahrain,Rural,F,Married,High School or Below,Employed,"63,209.00",21-Jan-11,"20,315.00",Basic,102.00,2,Personal Auto,Personal L3,28,20,Agent,No,Offer1,2,207.32,SUV,Small
GS98873,Saar,Bahrain,Suburban,F,Single,Bachelor,Disabled,"16,061.00",3-Feb-11,"3,239.12",Extended,88.00,1,Personal Auto,Personal L2,23,26,Web,No,Offer3,0,633.60,Four-Door Car,Medsize
CW49887,Riffa,Bahrain,Suburban,F,Divorced,Master,Employed,"79,487.00",16-Jan-11,"4,626.80",Basic,114.00,1,Special Auto,Special L1,87,20,Branch,Yes,Offer2,0,547.20,SUV,Medsize
MY31220,Riffa,Bahrain,Suburban,F,Married,College,Employed,"54,230.00",15-Jan-11,"8,997.04",Premium,112.00,9,Personal Auto,Personal L2,21,10,Agent,No,Offer2,0,537.60,Two-Door Car,Medsize
UH35128,Jaww,Bahrain,Suburban,F,Married,College,Employed,"71,210.00",13-Feb-11,"25,807.06",Extended,214.00,2,Personal Auto,Personal L2,89,8,Branch,Yes,Offer1,1,"1,027.20",Luxury Car,Small
WH52799,Saar,Bahrain,Suburban,F,Married,College,Employed,"94,903.00",28-Jan-11,"3,808.12",Extended,94.00,1,Corporate Auto,Corporate L2,38,3,Agent,Yes,Offer2,0,451.20,Two-Door Car,Small
WL99637,Saar,Bahrain,Suburban,M,Married,Bachelor,Employed,"27,293.00",2-Feb-11,"7,614.14",Extended,96.00,6,Personal Auto,Personal L3,55,20,Web,No,Offer2,0,469.03,Two-Door Car,Medsize
UC84059,Riffa,Bahrain,Urban,F,Married,Master,Employed,"70,950.00",10-Feb-11,"6,898.46",Premium,171.00,1,Personal Auto,Personal L3,12,6,Call Center,No,Offer4,0,565.93,Sports Car,Medsize
HW62747,Jaww,Bahrain,Suburban,M,Married,College,Unemployed,0.00,2-Jan-11,"2,298.38",Basic,63.00,1,Corporate Auto,Corporate L1,9,19,Branch,No,Offer2,0,302.40,Four-Door Car,Small
BH11344,Jaww,Bahrain,Rural,F,Single,Doctor,Employed,"37,009.00",17-Feb-11,"2,806.70",Basic,71.00,1,Corporate Auto,Corporate L2,45,1,Branch,No,Offer1,0,145.67,Two-Door Car,Medsize
TX28465,Sitra,Bahrain,Rural,M,Married,College,Employed,"52,629.00",23-Jan-11,"5,206.12",Basic,65.00,6,Personal Auto,Personal L3,22,30,Branch,No,Offer1,0,136.68,Four-Door Car,Medsize
OK56965,Riffa,Bahrain,Urban,F,Divorced,Bachelor,Employed,"31,264.00",19-Jan-11,"45,708.65",Basic,198.00,2,Personal Auto,Personal L2,54,9,Branch,No,Offer2,1,825.66,Luxury SUV,Medsize
WT22392,Jaww,Bahrain,Urban,F,Married,College,Employed,"65,473.00",24-Jan-11,"8,007.35",Basic,67.00,2,Personal Auto,Personal L1,14,4,Call Center,No,Offer2,0,277.69,Four-Door Car,Medsize
GG68407,Manama,Bahrain,Suburban,F,Single,High School or Below,Unemployed,0.00,22-Feb-11,"2,321.88",Basic,65.00,1,Personal Auto,Personal L3,7,13,Agent,No,Offer2,0,468.00,Four-Door Car,Medsize
KC71643,Jaww,Bahrain,Suburban,M,Married,High School or Below,Employed,"99,144.00",17-Jan-11,"2,463.24",Basic,61.00,1,Corporate Auto,Corporate L2,51,29,Call Center,No,Offer2,0,292.80,Four-Door Car,Medsize
NR32615,Riffa,Bahrain,Suburban,M,Married,College,Medical Leave,"22,520.00",5-Feb-11,"5,498.94",Basic,73.00,3,Corporate Auto,Corporate L2,64,17,Branch,Yes,Offer1,0,350.40,Four-Door Car,Medsize
GS69842,Saar,Bahrain,Urban,F,Married,Bachelor,Employed,"36,615.00",17-Jan-11,"5,243.83",Basic,65.00,5,Special Auto,Special L2,7,14,Call Center,No,Offer2,0,264.56,Four-Door Car,Medsize
KP72427,Manama,Bahrain,Rural,M,Married,High School or Below,Employed,"64,455.00",21-Feb-11,"21,639.84",Basic,108.00,2,Personal Auto,Personal L3,43,5,Agent,No,Offer2,0,133.74,SUV,Medsize
KD23847,Saar,Bahrain,Suburban,F,Divorced,High School or Below,Employed,"76,374.00",27-Jan-11,"4,886.54",Basic,61.00,7,Personal Auto,Personal L3,28,21,Call Center,No,Offer2,0,292.80,Four-Door Car,Small
GK72076,Manama,Bahrain,Suburban,F,Single,Bachelor,Employed,"35,457.00",7-Feb-11,"4,169.36",Premium,105.00,1,Personal Auto,Personal L3,93,0,Branch,No,Offer1,0,641.23,Four-Door Car,Small
NK91488,Sitra,Bahrain,Suburban,M,Married,Master,Employed,"56,005.00",13-Jan-11,"5,479.56",Basic,68.00,3,Personal Auto,Personal L3,30,31,Branch,Yes,Offer1,1,326.40,Four-Door Car,Small
QK46697,Manama,Bahrain,Rural,M,Married,Bachelor,Employed,"61,040.00",25-Jan-11,"6,177.11",Extended,79.00,4,Personal Auto,Personal L3,24,12,Agent,No,Offer4,1,20.38,Two-Door Car,Medsize
WP73172,Jaww,Bahrain,Urban,F,Married,Bachelor,Employed,"81,367.00",26-Feb-11,"8,287.68",Basic,103.00,4,Special Auto,Special L2,32,2,Branch,No,Offer3,0,415.77,SUV,Medsize
PS30217,Riffa,Bahrain,Suburban,F,Married,Bachelor,Employed,"44,817.00",16-Feb-11,"9,886.66",Extended,83.00,2,Personal Auto,Personal L2,89,23,Agent,No,Offer1,0,527.42,Four-Door Car,Small
EL62967,Jaww,Bahrain,Rural,F,Single,High School or Below,Employed,"58,508.00",7-Feb-11,"2,712.92",Basic,69.00,1,Personal Auto,Personal L3,11,32,Web,No,Offer2,0,57.61,Two-Door Car,Medsize
MU23938,Jaww,Bahrain,Rural,M,Single,Bachelor,Employed,"45,259.00",9-Feb-11,"10,477.68",Extended,138.00,4,Personal Auto,Personal L1,27,1,Agent,No,Offer3,0,272.22,SUV,Medsize
VC83809,Riffa,Bahrain,Rural,M,Divorced,Doctor,Employed,"30,817.00",18-Feb-11,"3,436.13",Extended,88.00,1,Personal Auto,Personal L3,43,25,Branch,Yes,Offer2,0,91.83,Four-Door Car,Medsize
VL34577,Jaww,Bahrain,Suburban,F,Single,High School or Below,Unemployed,0.00,9-Feb-11,"2,596.19",Basic,72.00,1,Personal Auto,Personal L3,65,3,Agent,No,Offer1,0,345.60,Two-Door Car,Medsize
QE12539,Riffa,Bahrain,Suburban,M,Married,Doctor,Employed,"40,870.00",14-Jan-11,"12,731.95",Basic,105.00,2,Personal Auto,Personal L1,56,3,Agent,Yes,Offer1,0,504.00,SUV,Large
YO15246,Sitra,Bahrain,Suburban,M,Single,High School or Below,Employed,"35,001.00",17-Feb-11,"3,494.15",Extended,96.00,1,Personal Auto,Personal L2,87,18,Web,No,Offer1,3,460.80,Four-Door Car,Small
WF73839,Saar,Bahrain,Urban,F,Married,College,Employed,"49,937.00",4-Feb-11,"7,597.91",Basic,64.00,2,Personal Auto,Personal L2,45,1,Web,No,Offer3,0,302.59,Two-Door Car,Medsize
TJ11671,Jaww,Bahrain,Suburban,F,Married,Bachelor,Unemployed,0.00,2-Jan-11,"4,015.21",Premium,109.00,1,Personal Auto,Personal L2,75,35,Branch,No,Offer1,0,523.20,Four-Door Car,Small
SV34223,Riffa,Bahrain,Suburban,F,Married,College,Employed,"58,317.00",1-Jan-11,"20,477.11",Basic,73.00,2,Personal Auto,Personal L2,56,0,Call Center,No,Offer4,0,350.40,Four-Door Car,Medsize
XD19546,Riffa,Bahrain,Suburban,F,Married,High School or Below,Unemployed,0.00,21-Jan-11,"8,160.69",Basic,109.00,7,Personal Auto,Personal L1,61,15,Web,No,Offer1,0,523.20,SUV,Medsize
OY95739,Sitra,Bahrain,Suburban,M,Single,High School or Below,Medical Leave,"17,101.00",20-Feb-11,"12,298.69",Basic,113.00,2,Corporate Auto,Corporate L3,88,1,Call Center,Yes,Offer1,0,542.40,SUV,Medsize
SW57539,Riffa,Bahrain,Suburban,F,Divorced,College,Unemployed,0.00,21-Feb-11,"8,714.92",Basic,118.00,4,Corporate Auto,Corporate L3,64,14,Agent,Yes,Offer1,0,566.40,SUV,Medsize
IA62027,Saar,Bahrain,Suburban,F,Single,Bachelor,Unemployed,0.00,20-Jan-11,"4,853.53",Basic,65.00,3,Personal Auto,Personal L3,53,24,Web,No,Offer1,0,468.00,Four-Door Car,Medsize
FZ20933,Jaww,Bahrain,Suburban,M,Married,High School or Below,Employed,"24,398.00",24-Jan-11,"4,880.95",Basic,63.00,3,Personal Auto,Personal L2,79,14,Agent,No,Offer2,1,302.40,Four-Door Car,Large
WR62597,Jaww,Bahrain,Suburban,M,Married,College,Medical Leave,"24,641.00",28-Jan-11,"2,311.38",Basic,61.00,1,Corporate Auto,Corporate L2,57,16,Branch,No,Offer1,0,294.93,Four-Door Car,Medsize
KU61611,Saar,Bahrain,Suburban,M,Married,High School or Below,Employed,"69,040.00",6-Feb-11,"4,327.10",Basic,108.00,1,Corporate Auto,Corporate L3,88,4,Call Center,No,Offer1,0,518.40,Sports Car,Small
XW98867,Jaww,Bahrain,Suburban,M,Single,High School or Below,Medical Leave,"17,101.00",20-Feb-11,"12,298.69",Basic,113.00,2,Personal Auto,Personal L2,88,1,Call Center,Yes,Offer1,0,542.40,SUV,Medsize
PP80817,Riffa,Bahrain,Rural,F,Married,High School or Below,Employed,"59,886.00",2-Feb-11,"8,323.53",Basic,104.00,4,Personal Auto,Personal L2,1,30,Agent,No,Offer1,0,71.73,Sports Car,Medsize
DT77901,Jaww,Bahrain,Suburban,F,Married,Bachelor,Retired,"14,290.00",5-Jan-11,"10,179.72",Premium,271.00,1,Personal Auto,Personal L3,40,20,Agent,Yes,Offer1,0,"1,300.80",Luxury SUV,Medsize
DX34647,Riffa,Bahrain,Suburban,F,Married,College,Employed,"43,137.00",24-Feb-11,"7,761.27",Extended,96.00,8,Personal Auto,Personal L3,41,8,Call Center,No,Offer2,0,460.80,Two-Door Car,Large
OD56551,Jaww,Bahrain,Suburban,M,Single,College,Employed,"27,978.00",9-Jan-11,"5,239.89",Basic,69.00,7,Personal Auto,Personal L3,21,3,Branch,No,Offer1,1,447.91,Four-Door Car,Medsize
OO63074,Riffa,Bahrain,Suburban,F,Married,Bachelor,Medical Leave,"25,261.00",9-Feb-11,"4,517.91",Basic,118.00,1,Personal Auto,Personal L3,9,31,Branch,No,Offer4,0,566.40,SUV,Medsize
EH24828,Sitra,Bahrain,Suburban,M,Married,College,Employed,"58,652.00",11-Jan-11,"2,389.77",Basic,64.00,1,Personal Auto,Personal L2,75,14,Agent,No,Offer2,5,307.20,Four-Door Car,Small
CX99919,Sitra,Bahrain,Suburban,F,Single,College,Retired,"28,321.00",6-Feb-11,"4,130.63",Basic,111.00,1,Corporate Auto,Corporate L3,32,34,Branch,No,Offer3,0,537.39,SUV,Medsize
PS31050,Manama,Bahrain,Suburban,F,Single,Bachelor,Unemployed,0.00,28-Feb-11,"21,404.36",Basic,69.00,2,Personal Auto,Personal L3,79,35,Branch,No,Offer1,0,496.80,Four-Door Car,Medsize
NU32697,Jaww,Bahrain,Suburban,M,Single,College,Unemployed,0.00,22-Jan-11,"5,227.77",Basic,72.00,6,Corporate Auto,Corporate L3,12,20,Agent,No,Offer1,0,518.40,Four-Door Car,Medsize
PU98976,Riffa,Bahrain,Suburban,F,Single,Bachelor,Unemployed,0.00,5-Feb-11,"6,187.35",Extended,88.00,6,Personal Auto,Personal L3,25,17,Call Center,No,Offer1,0,633.60,Four-Door Car,Medsize
ZR20842,Saar,Bahrain,Urban,M,Married,College,Employed,"94,415.00",23-Jan-11,"5,113.87",Extended,127.00,1,Personal Auto,Personal L1,53,6,Branch,No,Offer1,1,492.77,Sports Car,Medsize
NF35573,Jaww,Bahrain,Suburban,M,Married,High School or Below,Unemployed,0.00,3-Jan-11,"11,039.32",Basic,103.00,2,Special Auto,Special L3,67,4,Call Center,No,Offer2,0,"1,149.20",SUV,Medsize
DF66914,Saar,Bahrain,Suburban,F,Married,Bachelor,Employed,"45,331.00",15-Feb-11,"32,227.08",Basic,100.00,2,Personal Auto,Personal L1,8,0,Agent,No,Offer2,0,572.64,SUV,Medsize
YM99866,Saar,Bahrain,Suburban,M,Married,High School or Below,Employed,"53,904.00",28-Feb-11,"2,611.97",Basic,67.00,1,Personal Auto,Personal L2,17,1,Agent,No,Offer3,2,321.60,Four-Door Car,Medsize
VH62084,Riffa,Bahrain,Suburban,M,Single,High School or Below,Unemployed,0.00,6-Feb-11,"13,372.33",Basic,74.00,2,Personal Auto,Personal L3,58,18,Agent,No,Offer1,0,811.09,Four-Door Car,Medsize
SE28250,Saar,Bahrain,Suburban,M,Divorced,Bachelor,Unemployed,0.00,17-Jan-11,"4,838.98",Basic,70.00,7,Special Auto,Special L2,36,11,Agent,No,Offer2,2,336.00,Four-Door Car,Large
MD86050,Jaww,Bahrain,Suburban,M,Single,High School or Below,Unemployed,0.00,28-Feb-11,"4,721.66",Basic,67.00,8,Personal Auto,Personal L3,38,20,Branch,No,Offer4,0,482.40,Four-Door Car,Medsize
GF17866,Jaww,Bahrain,Suburban,M,Married,College,Retired,"28,142.00",20-Jan-11,"3,873.65",Basic,105.00,1,Corporate Auto,Corporate L2,50,18,Agent,Yes,Offer2,0,701.71,Sports Car,Medsize
FU99476,Manama,Bahrain,Rural,M,Divorced,High School or Below,Employed,"74,422.00",22-Feb-11,"6,770.31",Extended,85.00,3,Personal Auto,Personal L1,3,4,Call Center,No,Offer1,1,95.34,Four-Door Car,Medsize
KO44736,Jaww,Bahrain,Suburban,M,Divorced,Bachelor,Employed,"35,095.00",17-Jan-11,"16,979.80",Basic,73.00,2,Personal Auto,Personal L3,56,25,Call Center,Yes,Offer2,0,525.60,Two-Door Car,Small
KI55845,Jaww,Bahrain,Suburban,F,Married,College,Employed,"55,588.00",18-Feb-11,"13,681.71",Basic,114.00,2,Personal Auto,Personal L2,40,15,Branch,No,Offer1,0,547.20,SUV,Medsize
JJ24476,Saar,Bahrain,Suburban,F,Married,Master,Employed,"52,391.00",25-Feb-11,"5,717.22",Basic,71.00,3,Personal Auto,Personal L2,32,9,Web,No,Offer2,0,409.76,Two-Door Car,Medsize
VC68509,Jaww,Bahrain,Rural,F,Married,Bachelor,Employed,"42,240.00",20-Jan-11,"9,486.60",Extended,79.00,2,Personal Auto,Personal L3,10,25,Agent,No,Offer3,0,46.39,Four-Door Car,Medsize
QN62502,Jaww,Bahrain,Rural,F,Married,Bachelor,Employed,"70,146.00",7-Feb-11,"3,839.14",Extended,96.00,1,Personal Auto,Personal L1,65,28,Branch,No,Offer2,0,157.44,Four-Door Car,Medsize
EL92515,Jaww,Bahrain,Suburban,F,Divorced,College,Employed,"41,121.00",27-Jan-11,"11,211.59",Extended,94.00,2,Personal Auto,Personal L2,56,20,Call Center,No,Offer1,0,451.20,Four-Door Car,Medsize
VL84149,Jaww,Bahrain,Suburban,F,Married,College,Employed,"71,210.00",13-Feb-11,"25,807.06",Extended,214.00,2,Corporate Auto,Corporate L2,89,8,Branch,Yes,Offer1,1,"1,027.20",Luxury Car,Small
JX19907,Jaww,Bahrain,Suburban,M,Married,Bachelor,Unemployed,0.00,4-Feb-11,"3,798.32",Premium,107.00,1,Corporate Auto,Corporate L3,70,34,Web,No,Offer1,1,"1,261.94",Two-Door Car,Medsize
BC66921,Sitra,Bahrain,Suburban,F,Single,High School or Below,Employed,"41,228.00",16-Feb-11,"2,816.57",Basic,71.00,1,Personal Auto,Personal L3,13,19,Branch,No,Offer1,0,340.80,Four-Door Car,Small
IA15979,Manama,Bahrain,Urban,M,Single,College,Employed,"40,598.00",6-Feb-11,"6,948.33",Extended,91.00,5,Personal Auto,Personal L3,98,35,Agent,No,Offer1,0,302.79,Four-Door Car,Medsize
